1754444183.280794 server started (94692): version next-3.6, socket /tmp/tmux-1000/default, protocol 8
1754444183.280815 on Linux 6.1.0-37-amd64 #1 SMP PREEMPT_DYNAMIC Debian 6.1.140-1 (2025-05-22)
1754444183.280830 using libevent 2.1.12-stable poll
1754444183.280835 using ncurses 6.4 20221231
1754444186.978484 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444186.978498 input_parse_buffer: %0 ground, 1 bytes: q
1754444186.978515 screen_write_collect_end: 1 q (at 4,2)
1754444186.978541 /dev/pts/0: q
1754444186.978556 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444186.978566 cmdq_next <global>: empty
1754444186.978575 cmdq_next </dev/pts/0>: empty
1754444186.978586 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444186.978594 server_client_reset_state: cursor to 5,3
1754444186.978604 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1754444186.978613 server_client_check_pane_buffer: pane %0 is on
1754444186.978622 @0 active pane changed
1754444186.978630 @0 name timer queued (421570 left)
1754444186.978657 /dev/pts/0: wrote 1 bytes (of 1)
1754444186.978665 cmdq_next <global>: empty
1754444186.978673 cmdq_next </dev/pts/0>: empty
1754444186.978683 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444186.978690 server_client_reset_state: cursor to 5,3
1754444186.978699 server_client_check_pane_buffer: pane %0 is on
1754444186.978707 @0 active pane changed
1754444186.978715 @0 name timer already queued (421485 left)
1754444186.990886 cmdq_next <global>: empty
1754444186.990900 cmdq_next </dev/pts/0>: empty
1754444186.990908 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444186.990914 server_client_reset_state: cursor to 5,3
1754444186.990920 server_client_check_pane_buffer: pane %0 is on
1754444186.990925 @0 active pane changed
1754444186.990930 @0 name timer already queued (409269 left)
1754444187.184113 /dev/pts/0: read 1 bytes (already 0)
1754444187.184135 /dev/pts/0: keys are 1 (a)
1754444187.184142 /dev/pts/0: next key is 1 (a) (expired=0)
1754444187.184148 /dev/pts/0: complete key a 0x61
1754444187.184156 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf02e30]
1754444187.184162 cmdq_next <global>: empty
1754444187.184167 cmdq_next </dev/pts/0>: enter
1754444187.184173 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf02e30] (1), flags 0
1754444187.184180 session $0 0 activity 1754444187.184177
1754444187.184190 cmd_find_from_client: s=$0 0
1754444187.184195 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444187.184198 cmd_find_from_client: wp=%0
1754444187.184202 cmd_find_from_client: idx=none
1754444187.184211 key table root (pane %0)
1754444187.184216 key table root (pane %0)
1754444187.184220 not found in key table root
1754444187.184225 writing key 0x61 (a) to %0
1754444187.184228 input_key: a
1754444187.184236 unref client 0x561adbf3f7c0 (2 references)
1754444187.184240 cmdq_next </dev/pts/0>: exit (empty)
1754444187.184244 cmdq_next <global>: empty
1754444187.184247 cmdq_next </dev/pts/0>: empty
1754444187.184254 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.184258 server_client_reset_state: cursor to 5,3
1754444187.184263 server_client_check_pane_buffer: pane %0 is on
1754444187.184268 @0 active pane changed
1754444187.184272 @0 name timer already queued (215927 left)
1754444187.184287 cmdq_next <global>: empty
1754444187.184291 cmdq_next </dev/pts/0>: empty
1754444187.184295 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.184299 server_client_reset_state: cursor to 5,3
1754444187.184315 server_client_check_pane_buffer: pane %0 is on
1754444187.184319 @0 active pane changed
1754444187.184323 @0 name timer already queued (215876 left)
1754444187.184581 %0 has 1 bytes
1754444187.184592 @0 alerts timer reset 0
1754444187.184603 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444187.184611 input_parse_buffer: %0 ground, 1 bytes: a
1754444187.184616 screen_write_collect_end: 1 a (at 5,2)
1754444187.184623 /dev/pts/0: a
1754444187.184628 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444187.184633 cmdq_next <global>: empty
1754444187.184637 cmdq_next </dev/pts/0>: empty
1754444187.184642 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.184646 server_client_reset_state: cursor to 6,3
1754444187.184651 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1754444187.184655 server_client_check_pane_buffer: pane %0 is on
1754444187.184659 @0 active pane changed
1754444187.184663 @0 name timer already queued (215536 left)
1754444187.184676 /dev/pts/0: wrote 1 bytes (of 1)
1754444187.184680 cmdq_next <global>: empty
1754444187.184683 cmdq_next </dev/pts/0>: empty
1754444187.184688 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.184692 server_client_reset_state: cursor to 6,3
1754444187.184696 server_client_check_pane_buffer: pane %0 is on
1754444187.184699 @0 active pane changed
1754444187.184703 @0 name timer already queued (215496 left)
1754444187.194785 cmdq_next <global>: empty
1754444187.194797 cmdq_next </dev/pts/0>: empty
1754444187.194803 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.194807 server_client_reset_state: cursor to 6,3
1754444187.194812 server_client_check_pane_buffer: pane %0 is on
1754444187.194817 @0 active pane changed
1754444187.194821 @0 name timer already queued (205378 left)
1754444187.403700 @0 name timer expired
1754444187.403727 cmdq_next <global>: empty
1754444187.403734 cmdq_next </dev/pts/0>: empty
1754444187.403743 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.403749 server_client_reset_state: cursor to 6,3
1754444187.403758 server_client_check_pane_buffer: pane %0 is on
1754444187.403765 @0 active pane changed
1754444187.403774 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1754444187.403781 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1754444187.403788 format_replace: condition is: pane_in_mode
1754444187.403798 format_replace: condition 'pane_in_mode' found: 0
1754444187.403804 format_replace: condition 'pane_in_mode' is false
1754444187.403810 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1754444187.403815 format_expand1: expanding format: #{pane_current_command}
1754444187.403820 format_expand1: found #{}: pane_current_command
1754444187.403874 format_replace: format 'pane_current_command' found: zsh
1754444187.403880 format_replace: replaced 'pane_current_command' with 'zsh'
1754444187.403885 format_expand1: result is: zsh
1754444187.403891 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1754444187.403897 format_expand1: found #{}: ?pane_dead,[dead],
1754444187.403903 format_replace: condition is: pane_dead
1754444187.403916 format_replace: condition 'pane_dead' found: 0
1754444187.403922 format_replace: condition 'pane_dead' is false
1754444187.403928 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1754444187.403933 format_replace: replaced '?pane_dead,[dead],' with ''
1754444187.403939 format_expand1: result is: zsh
1754444187.403944 @0 name not changed (still zsh)
1754444187.905403 /dev/pts/0: read 1 bytes (already 0)
1754444187.905428 /dev/pts/0: keys are 1 (\177)
1754444187.905434 /dev/pts/0: next key is 1 (\177) (expired=0)
1754444187.905440 /dev/pts/0: key 0x7f is backspace
1754444187.905445 /dev/pts/0: complete key \177 0x10e25a
1754444187.905479 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf30100]
1754444187.905486 cmdq_next <global>: empty
1754444187.905491 cmdq_next </dev/pts/0>: enter
1754444187.905498 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf30100] (1), flags 0
1754444187.905505 session $0 0 activity 1754444187.905503
1754444187.905516 cmd_find_from_client: s=$0 0
1754444187.905520 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444187.905525 cmd_find_from_client: wp=%0
1754444187.905529 cmd_find_from_client: idx=none
1754444187.905537 key table root (pane %0)
1754444187.905542 key table root (pane %0)
1754444187.905547 not found in key table root
1754444187.905553 writing key 0x10e25a (BSpace) to %0
1754444187.905559 input_key: key 0x10e25a is backspace -> 0x7f
1754444187.905563 input_key: \177
1754444187.905575 unref client 0x561adbf3f7c0 (2 references)
1754444187.905581 cmdq_next </dev/pts/0>: exit (empty)
1754444187.905588 cmdq_next <global>: empty
1754444187.905592 cmdq_next </dev/pts/0>: empty
1754444187.905602 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.905607 server_client_reset_state: cursor to 6,3
1754444187.905613 server_client_check_pane_buffer: pane %0 is on
1754444187.905619 @0 active pane not changed
1754444187.905637 cmdq_next <global>: empty
1754444187.905642 cmdq_next </dev/pts/0>: empty
1754444187.905647 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.905652 server_client_reset_state: cursor to 6,3
1754444187.905671 server_client_check_pane_buffer: pane %0 is on
1754444187.905677 @0 active pane not changed
1754444187.905750 %0 has 3 bytes
1754444187.905772 @0 alerts timer reset 0
1754444187.905784 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444187.905793 input_parse_buffer: %0 ground, 3 bytes: \b \b
1754444187.905799 input_c0_dispatch: '\b'
1754444187.905806 screen_write_collect_end: 1   (at 5,2)
1754444187.905811 input_c0_dispatch: '\b'
1754444187.905817 /dev/pts/0: \b
1754444187.905822 /dev/pts/0:  
1754444187.905828 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444187.905835 cmdq_next <global>: empty
1754444187.905841 cmdq_next </dev/pts/0>: empty
1754444187.905847 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.905852 server_client_reset_state: cursor to 5,3
1754444187.905856 /dev/pts/0: \b
1754444187.905861 server_client_check_pane_buffer: %0 has 3 minimum (of 3) bytes used
1754444187.905866 server_client_check_pane_buffer: pane %0 is on
1754444187.905871 @0 active pane changed
1754444187.905879 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1754444187.905885 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1754444187.905892 format_replace: condition is: pane_in_mode
1754444187.905901 format_replace: condition 'pane_in_mode' found: 0
1754444187.905906 format_replace: condition 'pane_in_mode' is false
1754444187.905912 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1754444187.905918 format_expand1: expanding format: #{pane_current_command}
1754444187.905923 format_expand1: found #{}: pane_current_command
1754444187.905968 format_replace: format 'pane_current_command' found: zsh
1754444187.905974 format_replace: replaced 'pane_current_command' with 'zsh'
1754444187.905979 format_expand1: result is: zsh
1754444187.905986 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1754444187.905990 format_expand1: found #{}: ?pane_dead,[dead],
1754444187.905994 format_replace: condition is: pane_dead
1754444187.905999 format_replace: condition 'pane_dead' found: 0
1754444187.906002 format_replace: condition 'pane_dead' is false
1754444187.906005 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1754444187.906009 format_replace: replaced '?pane_dead,[dead],' with ''
1754444187.906017 format_expand1: result is: zsh
1754444187.906021 @0 name not changed (still zsh)
1754444187.906031 /dev/pts/0: wrote 3 bytes (of 3)
1754444187.906034 cmdq_next <global>: empty
1754444187.906037 cmdq_next </dev/pts/0>: empty
1754444187.906041 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.906044 server_client_reset_state: cursor to 5,3
1754444187.906048 server_client_check_pane_buffer: pane %0 is on
1754444187.906051 @0 active pane not changed
1754444187.918447 cmdq_next <global>: empty
1754444187.918457 cmdq_next </dev/pts/0>: empty
1754444187.918462 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444187.918465 server_client_reset_state: cursor to 5,3
1754444187.918469 server_client_check_pane_buffer: pane %0 is on
1754444187.918473 @0 active pane not changed
1754444188.092062 /dev/pts/0: read 1 bytes (already 0)
1754444188.092097 /dev/pts/0: keys are 1 (\177)
1754444188.092106 /dev/pts/0: next key is 1 (\177) (expired=0)
1754444188.092111 /dev/pts/0: key 0x7f is backspace
1754444188.092115 /dev/pts/0: complete key \177 0x10e25a
1754444188.092122 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf2f150]
1754444188.092128 cmdq_next <global>: empty
1754444188.092133 cmdq_next </dev/pts/0>: enter
1754444188.092137 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf2f150] (1), flags 0
1754444188.092142 session $0 0 activity 1754444188.092140
1754444188.092150 cmd_find_from_client: s=$0 0
1754444188.092155 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.092159 cmd_find_from_client: wp=%0
1754444188.092163 cmd_find_from_client: idx=none
1754444188.092169 key table root (pane %0)
1754444188.092174 key table root (pane %0)
1754444188.092178 not found in key table root
1754444188.092182 writing key 0x10e25a (BSpace) to %0
1754444188.092187 input_key: key 0x10e25a is backspace -> 0x7f
1754444188.092191 input_key: \177
1754444188.092199 unref client 0x561adbf3f7c0 (2 references)
1754444188.092203 cmdq_next </dev/pts/0>: exit (empty)
1754444188.092206 cmdq_next <global>: empty
1754444188.092209 cmdq_next </dev/pts/0>: empty
1754444188.092215 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.092220 server_client_reset_state: cursor to 5,3
1754444188.092225 server_client_check_pane_buffer: pane %0 is on
1754444188.092230 @0 active pane not changed
1754444188.092244 cmdq_next <global>: empty
1754444188.092248 cmdq_next </dev/pts/0>: empty
1754444188.092253 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.092256 server_client_reset_state: cursor to 5,3
1754444188.092260 server_client_check_pane_buffer: pane %0 is on
1754444188.092264 @0 active pane not changed
1754444188.092376 %0 has 3 bytes
1754444188.092383 @0 alerts timer reset 0
1754444188.092392 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444188.092396 input_parse_buffer: %0 ground, 3 bytes: \b \b
1754444188.092400 input_c0_dispatch: '\b'
1754444188.092406 screen_write_collect_end: 1   (at 4,2)
1754444188.092410 input_c0_dispatch: '\b'
1754444188.092415 /dev/pts/0: \b
1754444188.092419 /dev/pts/0:  
1754444188.092423 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444188.092427 cmdq_next <global>: empty
1754444188.092431 cmdq_next </dev/pts/0>: empty
1754444188.092435 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.092439 server_client_reset_state: cursor to 4,3
1754444188.092442 /dev/pts/0: \b
1754444188.092447 server_client_check_pane_buffer: %0 has 3 minimum (of 3) bytes used
1754444188.092451 server_client_check_pane_buffer: pane %0 is on
1754444188.092455 @0 active pane changed
1754444188.092458 @0 name timer queued (313417 left)
1754444188.092469 /dev/pts/0: wrote 3 bytes (of 3)
1754444188.092472 cmdq_next <global>: empty
1754444188.092476 cmdq_next </dev/pts/0>: empty
1754444188.092480 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.092495 server_client_reset_state: cursor to 4,3
1754444188.092499 server_client_check_pane_buffer: pane %0 is on
1754444188.092503 @0 active pane changed
1754444188.092507 @0 name timer already queued (313368 left)
1754444188.102573 cmdq_next <global>: empty
1754444188.102583 cmdq_next </dev/pts/0>: empty
1754444188.102661 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.102665 server_client_reset_state: cursor to 4,3
1754444188.102671 server_client_check_pane_buffer: pane %0 is on
1754444188.102675 @0 active pane changed
1754444188.102679 @0 name timer already queued (303196 left)
1754444188.247882 /dev/pts/0: read 1 bytes (already 0)
1754444188.247916 /dev/pts/0: keys are 1 (\177)
1754444188.247923 /dev/pts/0: next key is 1 (\177) (expired=0)
1754444188.247929 /dev/pts/0: key 0x7f is backspace
1754444188.247934 /dev/pts/0: complete key \177 0x10e25a
1754444188.247966 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf0dd70]
1754444188.247980 cmdq_next <global>: empty
1754444188.247985 cmdq_next </dev/pts/0>: enter
1754444188.247990 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf0dd70] (1), flags 0
1754444188.247996 session $0 0 activity 1754444188.247994
1754444188.248003 cmd_find_from_client: s=$0 0
1754444188.248008 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.248013 cmd_find_from_client: wp=%0
1754444188.248017 cmd_find_from_client: idx=none
1754444188.248024 key table root (pane %0)
1754444188.248030 key table root (pane %0)
1754444188.248035 not found in key table root
1754444188.248041 writing key 0x10e25a (BSpace) to %0
1754444188.248047 input_key: key 0x10e25a is backspace -> 0x7f
1754444188.248051 input_key: \177
1754444188.248060 unref client 0x561adbf3f7c0 (2 references)
1754444188.248065 cmdq_next </dev/pts/0>: exit (empty)
1754444188.248069 cmdq_next <global>: empty
1754444188.248073 cmdq_next </dev/pts/0>: empty
1754444188.248093 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.248099 server_client_reset_state: cursor to 4,3
1754444188.248105 server_client_check_pane_buffer: pane %0 is on
1754444188.248111 @0 active pane changed
1754444188.248116 @0 name timer already queued (157760 left)
1754444188.248133 cmdq_next <global>: empty
1754444188.248138 cmdq_next </dev/pts/0>: empty
1754444188.248153 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.248157 server_client_reset_state: cursor to 4,3
1754444188.248162 server_client_check_pane_buffer: pane %0 is on
1754444188.248166 @0 active pane changed
1754444188.248171 @0 name timer already queued (157704 left)
1754444188.248252 %0 has 5 bytes
1754444188.248271 @0 alerts timer reset 0
1754444188.248277 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444188.248283 input_parse_buffer: %0 ground, 5 bytes: \b\b: \b
1754444188.248288 input_c0_dispatch: '\b'
1754444188.248293 input_c0_dispatch: '\b'
1754444188.248299 screen_write_collect_end: 2 :  (at 2,2)
1754444188.248304 input_c0_dispatch: '\b'
1754444188.248311 /dev/pts/0: \b
1754444188.248315 /dev/pts/0: \b
1754444188.248320 /dev/pts/0: : 
1754444188.248326 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444188.248331 cmdq_next <global>: empty
1754444188.248336 cmdq_next </dev/pts/0>: empty
1754444188.248341 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.248346 server_client_reset_state: cursor to 3,3
1754444188.248350 /dev/pts/0: \b
1754444188.248356 server_client_check_pane_buffer: %0 has 5 minimum (of 5) bytes used
1754444188.248360 server_client_check_pane_buffer: pane %0 is on
1754444188.248365 @0 active pane changed
1754444188.248370 @0 name timer already queued (157506 left)
1754444188.248382 /dev/pts/0: wrote 5 bytes (of 5)
1754444188.248387 cmdq_next <global>: empty
1754444188.248391 cmdq_next </dev/pts/0>: empty
1754444188.248397 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.248417 server_client_reset_state: cursor to 3,3
1754444188.248422 server_client_check_pane_buffer: pane %0 is on
1754444188.248429 @0 active pane changed
1754444188.248433 @0 name timer already queued (157442 left)
1754444188.258521 cmdq_next <global>: empty
1754444188.258545 cmdq_next </dev/pts/0>: empty
1754444188.258555 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.258561 server_client_reset_state: cursor to 3,3
1754444188.258569 server_client_check_pane_buffer: pane %0 is on
1754444188.258580 @0 active pane changed
1754444188.258588 @0 name timer already queued (147290 left)
1754444188.333921 /dev/pts/0: start timer fired
1754444188.333957 cmdq_next <global>: empty
1754444188.333964 cmdq_next </dev/pts/0>: empty
1754444188.333973 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.333979 server_client_reset_state: cursor to 3,3
1754444188.333987 server_client_check_pane_buffer: pane %0 is on
1754444188.333995 @0 active pane changed
1754444188.334000 @0 name timer already queued (71875 left)
1754444188.399038 /dev/pts/0: read 1 bytes (already 0)
1754444188.399058 /dev/pts/0: keys are 1 (\177)
1754444188.399062 /dev/pts/0: next key is 1 (\177) (expired=0)
1754444188.399066 /dev/pts/0: key 0x7f is backspace
1754444188.399070 /dev/pts/0: complete key \177 0x10e25a
1754444188.399077 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf2a3f0]
1754444188.399082 cmdq_next <global>: empty
1754444188.399087 cmdq_next </dev/pts/0>: enter
1754444188.399092 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf2a3f0] (1), flags 0
1754444188.399097 session $0 0 activity 1754444188.399095
1754444188.399104 cmd_find_from_client: s=$0 0
1754444188.399108 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.399111 cmd_find_from_client: wp=%0
1754444188.399114 cmd_find_from_client: idx=none
1754444188.399119 key table root (pane %0)
1754444188.399123 key table root (pane %0)
1754444188.399127 not found in key table root
1754444188.399132 writing key 0x10e25a (BSpace) to %0
1754444188.399136 input_key: key 0x10e25a is backspace -> 0x7f
1754444188.399139 input_key: \177
1754444188.399146 unref client 0x561adbf3f7c0 (2 references)
1754444188.399149 cmdq_next </dev/pts/0>: exit (empty)
1754444188.399152 cmdq_next <global>: empty
1754444188.399155 cmdq_next </dev/pts/0>: empty
1754444188.399161 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.399164 server_client_reset_state: cursor to 3,3
1754444188.399168 server_client_check_pane_buffer: pane %0 is on
1754444188.399173 @0 active pane changed
1754444188.399176 @0 name timer already queued (6699 left)
1754444188.399188 cmdq_next <global>: empty
1754444188.399191 cmdq_next </dev/pts/0>: empty
1754444188.399195 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.399198 server_client_reset_state: cursor to 3,3
1754444188.399201 server_client_check_pane_buffer: pane %0 is on
1754444188.399204 @0 active pane changed
1754444188.399208 @0 name timer already queued (6667 left)
1754444188.399310 %0 has 3 bytes
1754444188.399319 @0 alerts timer reset 0
1754444188.399325 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444188.399329 input_parse_buffer: %0 ground, 3 bytes: \b \b
1754444188.399333 input_c0_dispatch: '\b'
1754444188.399338 screen_write_collect_end: 1   (at 2,2)
1754444188.399342 input_c0_dispatch: '\b'
1754444188.399349 /dev/pts/0: \b
1754444188.399354 /dev/pts/0:  
1754444188.399359 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444188.399363 cmdq_next <global>: empty
1754444188.399367 cmdq_next </dev/pts/0>: empty
1754444188.399371 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.399374 server_client_reset_state: cursor to 2,3
1754444188.399377 /dev/pts/0: \b
1754444188.399381 server_client_check_pane_buffer: %0 has 3 minimum (of 3) bytes used
1754444188.399396 server_client_check_pane_buffer: pane %0 is on
1754444188.399400 @0 active pane changed
1754444188.399403 @0 name timer already queued (6472 left)
1754444188.399414 /dev/pts/0: wrote 3 bytes (of 3)
1754444188.399417 cmdq_next <global>: empty
1754444188.399420 cmdq_next </dev/pts/0>: empty
1754444188.399424 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.399427 server_client_reset_state: cursor to 2,3
1754444188.399430 server_client_check_pane_buffer: pane %0 is on
1754444188.399433 @0 active pane changed
1754444188.399437 @0 name timer already queued (6438 left)
1754444188.407602 @0 name timer expired
1754444188.407619 cmdq_next <global>: empty
1754444188.407625 cmdq_next </dev/pts/0>: empty
1754444188.407632 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.408075 server_client_reset_state: cursor to 2,3
1754444188.408087 server_client_check_pane_buffer: pane %0 is on
1754444188.408093 @0 active pane changed
1754444188.408102 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1754444188.408109 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1754444188.408119 format_replace: condition is: pane_in_mode
1754444188.408130 format_replace: condition 'pane_in_mode' found: 0
1754444188.408135 format_replace: condition 'pane_in_mode' is false
1754444188.408141 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1754444188.408147 format_expand1: expanding format: #{pane_current_command}
1754444188.408152 format_expand1: found #{}: pane_current_command
1754444188.408197 format_replace: format 'pane_current_command' found: zsh
1754444188.408203 format_replace: replaced 'pane_current_command' with 'zsh'
1754444188.408208 format_expand1: result is: zsh
1754444188.408214 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1754444188.408219 format_expand1: found #{}: ?pane_dead,[dead],
1754444188.408224 format_replace: condition is: pane_dead
1754444188.408230 format_replace: condition 'pane_dead' found: 0
1754444188.408235 format_replace: condition 'pane_dead' is false
1754444188.408240 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1754444188.408245 format_replace: replaced '?pane_dead,[dead],' with ''
1754444188.408250 format_expand1: result is: zsh
1754444188.408255 @0 name not changed (still zsh)
1754444188.410345 cmdq_next <global>: empty
1754444188.410361 cmdq_next </dev/pts/0>: empty
1754444188.410369 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.410374 server_client_reset_state: cursor to 2,3
1754444188.410381 server_client_check_pane_buffer: pane %0 is on
1754444188.410386 @0 active pane not changed
1754444188.424065 /dev/pts/0: read 1 bytes (already 0)
1754444188.424092 /dev/pts/0: keys are 1 (e)
1754444188.424099 /dev/pts/0: next key is 1 (e) (expired=0)
1754444188.424106 /dev/pts/0: complete key e 0x65
1754444188.424119 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf30100]
1754444188.424129 cmdq_next <global>: empty
1754444188.424137 cmdq_next </dev/pts/0>: enter
1754444188.424142 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf30100] (1), flags 0
1754444188.424148 session $0 0 activity 1754444188.424146
1754444188.424155 cmd_find_from_client: s=$0 0
1754444188.424160 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.424165 cmd_find_from_client: wp=%0
1754444188.424169 cmd_find_from_client: idx=none
1754444188.424176 key table root (pane %0)
1754444188.424182 key table root (pane %0)
1754444188.424186 not found in key table root
1754444188.424199 writing key 0x65 (e) to %0
1754444188.424205 input_key: e
1754444188.424221 unref client 0x561adbf3f7c0 (2 references)
1754444188.424229 cmdq_next </dev/pts/0>: exit (empty)
1754444188.424234 cmdq_next <global>: empty
1754444188.424238 cmdq_next </dev/pts/0>: empty
